start,end,location_idx,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height,x_mean,y_mean,z_mean,target_vector
89.0,90.0,5,169.392,50.171,0.865,1.822,72.639,540.391,2206.536,6.276,17.513,16.496,91.25,154.5,2.259,1.19,706.433,-1188.114,60.0,19.199,9.556,-0.517,0.565,0.094,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.1, 0.0]"
90.0,91.0,5,173.942,51.797,1.993,1.472,107.929,528.339,2208.921,15.018,13.573,10.646,71.138,152.931,5.631,0.365,554.627,-1177.12,60.0,45.178,6.511,0.768,-0.139,0.43,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
91.0,92.0,5,176.583,51.691,0.514,0.785,128.006,527.275,2201.253,3.939,5.696,2.471,69.621,153.069,2.235,0.365,541.969,-1174.087,60.0,17.016,3.373,-0.774,0.584,0.04,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
92.0,93.0,5,171.783,51.708,1.984,0.672,91.647,531.579,2219.671,15.03,7.28,10.62,70.103,152.862,1.788,0.507,548.798,-1182.345,60.0,12.577,7.623,-0.909,0.241,0.184,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
93.0,94.0,5,172.991,53.707,4.923,2.269,102.057,520.311,2238.387,38.99,16.719,7.123,61.9,150.8,4.073,1.536,489.374,-1175.952,60.0,31.151,10.885,-0.914,0.234,0.152,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
94.0,95.0,5,,,,,,,,,,,,,,,,,,,,-0.936,0.299,0.116,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
95.0,96.0,5,207.84,71.518,1.369,2.115,479.03,485.242,2855.889,13.728,15.501,47.517,62.818,102.455,2.328,2.84,638.639,-1017.837,60.0,24.68,32.637,-0.984,-0.042,0.011,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.0]"
96.0,97.0,5,205.567,77.887,0.822,0.999,467.426,431.947,2925.197,9.318,8.74,16.211,59.069,98.862,0.365,5.117,615.051,-1006.301,60.0,4.317,51.077,-0.389,0.692,0.228,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.4, 0.0, 0.0]"
97.0,98.0,5,205.083,75.709,1.18,1.434,467.036,458.898,2954.094,13.529,17.551,20.773,61.483,100.517,2.555,1.941,645.989,-1033.218,60.0,29.356,19.126,0.321,0.57,0.805,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]"
98.0,99.0,5,198.428,73.923,5.519,2.346,393.652,472.359,2922.583,55.548,27.062,22.783,72.2,94.533,2.903,2.766,748.043,-960.744,60.0,30.262,30.354,-0.203,0.587,0.686,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0]"
99.0,100.0,5,187.611,74.909,3.372,5.304,294.513,480.448,3041.634,36.257,52.542,36.245,88.714,88.357,7.941,6.677,950.915,-932.3,60.0,94.208,61.585,-0.907,0.203,0.206,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
100.0,101.0,5,175.487,84.672,2.863,4.959,175.226,400.589,3230.741,31.253,59.54,42.7,112.333,73.148,2.309,2.368,1276.973,-820.696,60.0,34.809,25.467,-1.013,0.211,0.388,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
101.0,102.0,5,181.393,85.025,5.726,2.686,243.35,398.817,3251.062,62.914,32.097,38.881,111.8,71.6,1.166,1.114,1278.74,-808.547,60.0,19.601,16.945,0.224,-0.312,0.725,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0]"
102.0,103.0,5,182.499,83.771,6.431,2.348,255.514,412.414,3246.146,70.888,27.309,40.509,111.276,77.0,1.874,3.965,1270.825,-868.147,60.0,27.75,45.195,0.406,-0.139,0.867,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
103.0,104.0,5,180.917,79.687,4.717,4.878,231.893,448.151,3171.247,49.174,53.881,60.485,111.643,73.286,3.548,2.119,1245.616,-807.298,60.0,44.444,34.378,0.646,-0.355,0.673,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
104.0,105.0,5,184.165,81.728,6.075,3.387,264.96,422.488,3149.62,58.096,37.912,96.034,118.294,71.941,0.956,3.369,1311.517,-787.201,60.0,44.864,49.522,0.057,0.002,1.213,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
105.0,106.0,5,182.759,82.896,2.879,1.774,250.413,408.278,3138.07,31.447,19.378,26.248,119.0,68.655,0.0,2.783,1314.049,-748.083,60.0,10.96,31.504,0.085,0.152,0.991,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
106.0,107.0,5,183.937,84.185,2.56,1.466,261.525,391.559,3117.703,26.425,16.403,24.532,119.0,66.867,0.0,2.363,1305.521,-723.796,60.0,10.237,26.379,-0.302,-0.428,1.127,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
107.0,108.0,5,188.714,83.663,6.913,1.646,307.189,390.895,3068.021,66.144,19.209,73.582,119.0,68.167,0.0,2.23,1284.788,-725.814,60.0,30.705,25.13,-0.246,-0.364,0.95,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
108.0,109.0,5,190.317,81.036,6.241,2.498,326.244,420.534,3078.774,62.445,26.187,52.786,119.0,69.273,0.0,1.629,1289.276,-740.33,60.0,22.027,19.705,-0.246,-0.362,0.954,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
109.0,110.0,5,184.748,79.683,4.193,2.949,273.004,445.632,3149.9,44.628,36.927,38.933,119.5,75.6,2.598,1.908,1324.741,-826.962,60.0,41.075,25.535,-0.376,-0.348,1.044,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
110.0,111.0,5,185.921,83.9,5.622,1.521,286.285,400.006,3159.557,58.295,18.831,52.212,114.448,77.0,3.856,2.971,1272.411,-844.844,60.0,55.925,36.266,0.258,-0.094,0.865,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
111.0,112.0,5,180.75,79.935,7.332,3.582,233.932,454.094,3232.853,79.317,40.036,55.958,115.095,81.571,0.426,8.353,1308.908,-915.777,60.0,23.881,93.484,0.382,-0.093,0.918,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
112.0,113.0,5,184.078,81.239,3.437,1.055,270.582,436.068,3208.364,36.663,12.264,34.61,115.0,85.69,0.0,6.914,1297.929,-954.771,60.0,13.957,77.074,0.772,-0.394,0.529,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
113.0,114.0,5,178.942,80.109,3.486,2.986,217.069,457.436,3269.612,39.212,35.318,28.314,115.0,76.071,0.0,6.176,1322.629,-864.012,60.0,11.418,70.937,0.877,-0.257,0.521,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
114.0,115.0,5,180.928,79.469,3.615,3.431,227.433,441.04,3104.6,37.835,37.212,89.224,90.043,78.304,17.524,2.926,988.984,-843.345,60.0,217.778,20.905,0.259,-0.288,0.872,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
115.0,116.0,5,179.204,77.878,2.111,3.217,201.005,440.703,2984.464,22.442,32.133,17.091,72.31,82.724,2.423,5.166,761.171,-857.503,60.0,25.939,51.491,-0.248,0.154,0.807,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
116.0,117.0,5,191.575,75.803,3.99,2.914,326.472,456.991,2947.927,41.851,31.868,16.334,61.143,90.714,3.335,3.01,638.007,-930.154,60.0,33.463,32.862,-0.949,0.021,-0.044,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
117.0,118.0,5,193.724,75.087,0.715,0.838,348.947,464.724,2950.679,7.827,8.921,6.515,58.467,90.533,1.857,1.231,611.202,-929.106,60.0,18.492,11.559,-0.615,0.493,0.382,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
118.0,119.0,5,192.928,74.946,1.063,0.766,340.01,465.182,2944.474,11.779,7.246,14.028,58.071,90.214,2.298,1.235,605.895,-923.876,60.0,23.255,12.292,-0.053,0.951,0.257,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
119.0,120.0,5,192.34,75.169,0.94,0.376,335.216,464.683,2955.859,9.791,4.35,5.402,58.308,90.077,0.951,2.556,610.646,-926.102,60.0,9.517,26.878,0.067,0.893,0.439,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
120.0,121.0,5,189.565,61.982,3.165,18.326,282.386,547.804,2736.068,19.735,146.917,139.429,68.267,104.867,8.222,16.978,657.354,-989.125,60.0,46.187,115.361,0.055,0.949,0.274,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0]"
121.0,122.0,5,179.196,44.194,9.769,3.247,163.91,633.829,2379.903,88.532,55.286,108.825,86.862,151.483,5.09,11.088,728.679,-1253.408,60.0,60.209,61.157,0.497,0.69,0.246,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0]"
122.0,123.0,5,157.99,53.225,6.45,2.319,-13.095,491.459,2096.262,46.89,34.459,74.356,87.0,178.0,4.0,1.0,639.432,-1303.88,60.0,5.667,53.868,-0.473,0.451,0.129,"[0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]"
123.0,124.0,5,151.276,55.024,2.126,2.072,-60.142,446.949,1961.959,14.886,12.498,24.85,91.556,175.111,2.733,0.458,629.599,-1199.618,60.0,16.659,16.18,-0.869,0.106,-0.202,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4]"
124.0,125.0,5,148.824,57.967,1.059,1.52,-77.832,431.656,1984.71,7.929,7.51,16.855,87.533,175.0,4.256,0.0,608.297,-1212.795,60.0,29.767,10.344,-0.813,0.294,-0.166,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
125.0,126.0,5,144.272,59.033,1.845,0.484,-112.815,436.826,2043.301,14.192,4.205,18.826,73.69,175.69,3.163,0.951,525.114,-1253.81,60.0,22.379,17.229,-0.909,0.275,-0.077,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
126.0,127.0,5,146.05,61.98,3.96,2.621,-97.523,402.697,1976.707,30.605,30.132,60.297,71.429,177.214,2.29,0.619,493.197,-1223.53,60.0,22.155,39.849,-0.928,0.215,0.12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
127.0,128.0,5,145.552,68.319,4.063,4.877,-99.011,350.937,1942.505,30.01,23.037,67.12,83.75,171.833,11.716,11.104,569.524,-1164.003,60.0,98.961,47.606,-0.923,0.16,0.193,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.85, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
128.0,129.0,5,143.389,83.587,1.805,2.13,-120.545,264.038,2068.497,13.704,14.065,13.677,99.621,141.414,2.296,1.609,716.805,-1024.528,60.0,16.124,11.719,-0.877,0.177,0.068,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
129.0,130.0,5,146.218,83.832,1.079,1.691,-100.021,262.508,2070.026,7.62,11.743,11.448,97.552,143.0,1.476,0.0,702.67,-1036.654,60.0,9.632,5.741,-0.95,0.011,-0.202,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
130.0,131.0,5,144.994,83.144,0.88,1.438,-108.903,267.444,2069.459,6.525,10.011,6.251,97.267,142.4,1.123,0.917,700.466,-1032.071,60.0,8.703,6.04,-0.903,0.041,-0.194,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
131.0,132.0,5,144.363,84.998,0.25,1.094,-113.43,253.895,2068.662,1.755,7.534,5.119,99.276,140.862,1.142,0.507,714.559,-1020.659,60.0,8.835,5.068,-0.902,0.028,-0.2,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
132.0,133.0,5,143.079,74.055,1.657,8.197,-119.04,322.59,2009.925,9.412,51.053,44.752,95.929,164.857,10.344,14.832,671.592,-1156.161,60.0,81.994,81.369,-0.903,0.007,-0.203,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.65, 0.0]"
133.0,134.0,5,146.0,60.58,1.739,0.837,-97.803,415.746,1995.019,10.949,10.173,25.837,101.105,177.0,5.637,0.0,702.021,-1233.324,60.0,30.193,16.036,-0.915,0.348,-0.082,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]"
134.0,135.0,5,147.154,59.544,0.9,0.347,-90.12,424.25,2001.161,5.951,3.699,8.687,96.92,177.08,4.019,0.392,675.538,-1237.708,60.0,29.926,6.515,0.427,0.342,0.288,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
135.0,136.0,5,144.627,60.655,0.693,1.229,-107.402,414.648,1992.429,4.629,9.551,5.356,71.222,177.0,2.266,0.0,494.998,-1231.717,60.0,15.434,3.324,0.518,0.073,0.31,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
136.0,137.0,5,140.667,62.826,1.611,0.555,-135.162,399.63,1993.178,11.71,5.525,9.288,72.0,177.133,1.0,0.499,499.653,-1233.13,60.0,7.703,7.269,-1.01,0.473,0.02,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
137.0,138.0,5,155.425,72.972,8.712,7.946,-32.16,327.265,1984.927,61.269,55.615,25.826,89.741,162.852,7.183,14.473,621.831,-1129.201,60.0,46.407,98.902,-0.929,0.228,0.146,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.666666666667, 0.0, 0.0, 0.0]"
138.0,139.0,5,165.726,110.52,2.289,6.037,42.616,70.067,2139.543,16.791,42.583,62.118,69.2,121.867,8.203,4.433,518.412,-915.005,60.0,47.451,48.871,-0.867,0.163,0.042,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.85, 0.0, 0.0, 0.0]"
139.0,140.0,5,155.265,110.734,1.836,0.928,-37.95,74.106,2280.534,14.8,7.524,14.805,81.828,134.724,8.734,2.958,654.253,-1076.861,60.0,73.241,28.806,-1.002,0.197,0.096,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35, 0.0, 0.0, 0.0]"
140.0,141.0,5,159.226,112.523,1.417,1.2,-6.129,58.256,2224.174,11.105,8.935,21.838,80.724,133.345,2.864,1.899,630.728,-1039.799,60.0,27.347,23.848,-0.918,0.35,-0.03,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
141.0,142.0,5,163.043,111.454,1.045,1.137,23.744,66.635,2223.528,8.193,8.847,11.403,73.933,128.267,1.769,2.279,578.153,-1000.287,60.0,13.581,17.612,-0.836,0.472,0.094,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
142.0,143.0,5,156.006,113.121,3.774,1.489,-31.801,54.407,2251.816,30.179,12.226,20.507,87.552,131.552,6.826,1.275,691.987,-1038.798,60.0,59.122,18.282,-0.602,0.638,0.125,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
143.0,144.0,5,157.109,108.453,5.142,1.102,-23.514,91.99,2273.186,41.149,8.119,28.868,85.069,131.0,6.291,3.787,678.549,-1043.569,60.0,56.225,37.854,-0.941,0.272,0.077,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.5, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
144.0,145.0,5,163.418,73.555,1.616,11.458,24.337,327.379,2024.048,11.748,74.716,58.434,77.48,163.16,4.5,8.521,550.29,-1150.899,60.0,37.396,35.455,-0.956,0.304,-0.038,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]"
145.0,146.0,5,153.89,60.104,4.709,0.768,-43.516,423.045,2014.149,33.857,7.311,22.162,67.48,167.32,3.113,0.733,475.65,-1175.85,60.0,25.384,17.137,-0.886,0.162,0.135,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0]"
146.0,147.0,5,143.917,59.64,0.827,0.371,-116.585,437.518,2067.066,6.143,2.635,5.202,78.2,176.467,1.973,3.344,564.135,-1274.146,60.0,15.603,26.047,-0.92,0.207,0.166,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
147.0,148.0,5,157.622,60.206,7.069,0.848,-17.597,417.665,1991.917,49.982,10.585,40.548,64.867,176.267,3.792,1.209,454.164,-1226.274,60.0,33.266,29.86,-0.931,0.208,0.089,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
148.0,149.0,5,169.867,61.813,0.886,0.689,66.72,393.571,1928.919,5.758,4.15,9.361,66.793,175.69,2.057,0.951,454.808,-1183.299,60.0,13.907,9.106,-0.923,0.153,0.178,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
149.0,150.0,5,164.978,60.716,4.237,1.482,33.687,403.928,1942.638,28.777,13.194,16.213,88.133,175.6,4.121,0.917,604.014,-1191.139,60.0,29.82,12.924,-0.944,0.12,0.247,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
150.0,151.0,5,153.503,58.855,2.149,1.455,-46.167,433.968,2024.22,15.419,9.27,25.164,87.214,173.5,3.266,4.555,618.191,-1225.902,60.0,19.977,22.075,-0.835,0.317,-0.073,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0]"
151.0,152.0,5,173.303,56.085,7.723,3.695,109.301,507.371,2255.022,67.265,65.534,166.476,82.111,159.0,3.784,12.87,651.215,-1244.787,60.0,63.206,73.463,-0.882,0.112,-0.273,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.0]"
152.0,153.0,5,191.639,71.262,5.658,10.056,309.198,468.552,2764.389,68.551,75.149,128.621,62.857,94.071,14.608,10.803,609.454,-900.821,60.0,108.877,74.173,-0.926,0.162,0.194,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
153.0,154.0,5,196.086,75.201,2.208,1.077,374.661,465.089,2960.302,24.093,13.103,15.817,54.565,96.565,2.123,2.568,574.074,-994.674,60.0,24.781,30.224,-0.901,0.087,0.45,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0]"
154.0,155.0,5,193.904,76.851,0.307,0.397,350.488,446.059,2947.993,3.085,4.244,4.514,53.571,95.0,1.498,2.0,560.995,-974.401,60.0,15.145,20.804,-0.16,0.866,0.417,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
155.0,156.0,5,194.209,76.239,0.285,0.423,354.609,453.648,2956.138,2.285,5.45,9.185,55.148,94.481,4.866,1.772,578.693,-971.78,60.0,49.736,17.975,-0.153,0.911,0.363,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
